0.00000,0.00000,0.00000,0.00000,-300.00000,1000.00000,-0.00000,-0.00000,-0.00000,-0.04338,-229.55154,999.49418,0.00000,0.00000,0.00000,0.00000,0.00000,999.58208,999.58208,-26.32926,-1396.75119,1048.66722,0.00006,0.70717,0.70705,-0.00006,1599160289.85000
0.00000,0.00000,0.00000,0.00000,-300.00000,1000.00000,-0.00000,-0.00000,-0.00000,-0.04349,-229.81963,999.60358,-0.00000,-0.00000,-0.00000,-0.04338,-229.55155,999.62914,999.62914,-26.32926,-1396.75121,1048.66716,0.00006,0.70717,0.70705,-0.00006,1599160289.85200
0.00000,0.00000,0.00000,0.00000,-300.00000,1000.00000,-0.00000,-0.00000,-0.00000,-0.04340,-230.08752,999.71429,-0.00000,-0.00000,-0.00000,-0.04340,-229.36053,999.72271,999.72271,-26.32926,-1396.75120,1048.66704,0.00006,0.70717,0.70705,-0.00006,1599160289.85300
0.00000,0.00000,0.00000,0.00000,-300.00000,1000.00000,-0.00000,-0.00000,-0.00000,-0.04349,-230.35522,999.84396,-0.00000,-0.00000,-0.00000,-0.04322,-229.16971,999.75968,999.75968,-26.32926,-1396.75121,1048.66699,0.00006,0.70717,0.70705,-0.00006,1599160289.86000
0.00000,0.00000,0.00000,0.00000,-300.00000,1000.00000,-0.00000,-0.00000,-0.00000,-0.04345,-230.62275,999.97153,-0.00000,-0.00000,-0.00000,-0.04323,-228.97906,999.84318,999.84318,-26.32926,-1396.75118,1048.66688,0.00006,0.70717,0.70705,-0.00006,1599160289.86200
0.00000,0.00000,0.00000,0.00000,-300.00000,1000.00000,-0.00000,-0.00000,-0.00000,-0.04356,-230.89012,1000.10844,-0.00000,-0.00000,-0.00000,-0.04311,-228.78864,999.88015,999.88015,-26.32926,-1396.75120,1048.66683,0.00006,0.70717,0.70705,-0.00006,1599160289.87000
0.00000,0.00000,0.00000,0.00000,-300.00000,1000.00000,-0.00000,-0.00000,-0.00000,-0.04346,-231.15732,1000.14351,-0.00000,-0.00000,-0.00000,-0.04313,-228.59842,999.96700,999.96700,-26.32926,-1396.75118,1048.66671,0.00006,0.70717,0.70705,-0.00006,1599160289.87200
0.00000,0.00000,0.00000,0.00000,-300.00000,1000.00000,-0.00000,-0.00000,-0.00000,-0.04351,-231.42431,1000.25995,-0.00000,-0.00000,-0.00000,-0.04294,-228.40843,999.99725,999.99725,-26.32926,-1396.75121,1048.66667,0.00006,0.70717,0.70705,-0.00006,1599160289.87400
0.00000,0.00000,0.00000,0.00000,-300.00000,1000.00000,-0.00000,-0.00000,-0.00000,-0.04348,-231.69113,1000.31754,-0.00000,-0.00000,-0.00000,-0.04290,-228.21862,1000.02078,1000.02078,-26.32926,-1396.75123,1048.66664,0.00006,0.70717,0.70705,-0.00006,1599160289.88000
0.00000,0.00000,0.00000,0.00000,-300.00000,1000.00000,-0.00000,-0.00000,-0.00000,-0.04356,-231.95771,1000.44749,-0.00000,-0.00000,-0.00000,-0.04279,-228.02901,1000.04430,1000.04430,-26.32926,-1396.75125,1048.66661,0.00006,0.70717,0.70705,-0.00006,1599160289.88200
0.00000,0.00000,0.00000,0.00000,-300.00000,1000.00000,-0.00000,-0.00000,-0.00000,-0.04361,-232.22411,1000.47157,-0.00000,-0.00000,-0.00000,-0.04279,-227.83952,1000.13116,1000.13116,-26.32926,-1396.75122,1048.66649,0.00006,0.70717,0.70705,-0.00006,1599160289.89000
0.00000,0.00000,0.00000,0.00000,-300.00000,1000.00000,-0.00000,-0.00000,-0.00000,-0.04374,-232.49021,1000.60200,-0.00000,-0.00000,-0.00000,-0.04275,-227.65029,1000.19556,1000.19556,-26.32926,-1396.75131,1048.66641,0.00006,0.70717,0.70705,-0.00006,1599160289.89200
0.00000,0.00000,0.00000,0.00000,-300.00000,1000.00000,-0.00000,-0.00000,-0.00000,-0.04388,-232.75604,1000.62200,-0.00000,-0.00000,-0.00000,-0.04279,-227.46117,1000.45826,1000.45826,-26.32927,-1396.75149,1048.66606,0.00006,0.70717,0.70705,-0.00006,1599160289.89400
0.00000,0.00000,0.00000,0.00000,-300.00000,1000.00000,-0.00000,-0.00000,-0.00000,-0.04398,-233.02151,1000.68596,-0.00000,-0.00000,-0.00000,-0.04273,-227.27233,1000.83403,1000.83403,-26.32909,-1396.75199,1048.66555,0.00006,0.70717,0.70705,-0.00006,1599160289.90000
0.00000,0.00000,0.00000,0.00000,-300.00000,1000.00000,-0.00000,-0.00000,-0.00000,-0.04412,-233.28662,1000.73488,-0.00000,-0.00000,-0.00000,-0.04242,-227.08365,1001.44669,1001.44669,-26.32856,-1396.75279,1048.66474,0.00006,0.70717,0.70705,-0.00006,1599160289.90200
0.00000,0.00000,0.00000,0.00000,-300.00000,1000.00000,-0.00000,-0.00000,-0.00000,-0.04431,-233.55134,1000.79255,-0.00000,-0.00000,-0.00000,-0.04257,-226.89518,1002.26988,1002.26988,-26.32858,-1396.75397,1048.66364,0.00006,0.70717,0.70705,-0.00006,1599160289.91000
0.00000,0.00000,0.00000,0.00000,-300.00000,1000.00000,-0.00000,-0.00000,-0.00000,-0.04452,-233.81565,1000.80340,0.00000,-0.00000,-0.00000,-0.04245,-226.70697,1003.19094,1003.19094,-26.32825,-1396.75569,1048.66241,0.00006,0.70717,0.70705,-0.00006,1599160289.91200
